,Tenure
5763,51.27317
8162,61.06693
2669,7.896371
9302,62.45252
8828,70.56821
6137,63.66258
5312,52.61696
4246,1.741247
875,8.735757967
4970,2.348386
6387,64.47686
4187,2.980706
7148,53.02997
5359,65.02121
1065,4.187033385
5496,68.74532
6786,64.56952
3588,3.895605
1491,3.468872554
9499,51.43424
4414,8.324816
2326,9.23286
1465,2.180613468
966,11.20984456
23,8.543717478
4593,7.634806
3420,7.151009
8387,55.22442
3457,11.84721
780,15.37107894
9971,59.14016
262,8.959047529
4011,5.107455
1787,5.867164261
1473,10.44223446
6775,66.3883
6251,64.49909
5464,53.04753
146,3.180102025
812,5.786960464
8889,46.75485
1684,7.355635728
8981,70.26887
6582,64.31709
6928,57.7129
6572,58.29773
7464,56.05747
5998,58.94486
7406,42.52243
438,14.16961729
526,15.60605339
364,24.8868126
8319,66.44706
4276,5.493065
2344,14.76538
2193,2.918826
3042,3.172425
4104,15.15905
748,3.736763788
3515,4.444135
5234,61.73934
796,2.179548523
4301,25.46342
4701,12.14985
1742,7.644184483
3658,2.353582
7967,71.12765
6304,68.17349
5748,69.5048
4498,1.655301
3950,7.022294
5434,60.18407
3448,10.50792
7056,67.5801
5600,67.91991
5417,57.77873
772,8.446160069
381,11.16847385
4548,14.66847
635,9.126959742
1345,4.248159714
581,7.21126107
2169,3.708394
6825,70.39354
