,Gender_Nonbinary,Churn,Marital_Widowed,Port_modem,Population
3148,0,0,0,0,948
1201,0,0,0,1,868
6214,0,0,1,1,3068
5567,0,1,0,1,1245
777,1,1,1,1,28
471,0,1,0,0,73
4628,0,1,0,1,224
3253,0,0,0,0,406
2056,0,0,0,0,399
8546,0,0,0,1,21833
5375,0,0,1,1,76
5055,0,0,1,0,4894
6169,0,0,0,1,10246
3791,0,0,0,0,26177
775,0,0,1,0,1450
4295,0,1,0,1,36923
8741,0,0,0,1,38597
715,0,0,0,0,282
4726,0,0,0,1,2875
1876,0,1,0,1,303
7656,0,0,0,0,17600
642,0,0,0,1,22574
8493,0,0,0,1,6543
8969,0,0,0,0,172
5461,0,1,0,1,47346
6604,0,0,1,0,4013
7157,0,0,1,0,689
6245,0,0,0,1,13287
6427,0,0,1,0,158
5393,0,0,1,0,16906
6594,0,0,0,1,972
1681,0,1,1,0,3752
4570,0,1,0,1,83
6743,0,0,0,0,3064
1986,0,0,0,1,344
3426,0,1,0,1,1476
7654,0,0,0,1,7244
7317,0,0,0,0,217
2194,0,1,0,1,0
2780,0,0,0,0,803
1377,0,1,0,1,28633
3811,0,0,0,1,759
7447,0,0,0,1,2869
2219,0,1,0,0,2709
864,0,0,0,1,6915
8964,0,0,1,1,23612
5349,0,0,0,1,322
4682,0,1,0,0,23858
9307,0,0,0,0,187
1496,0,0,0,0,3956
4994,0,0,0,1,432
5057,0,0,0,1,11217
1172,0,1,0,1,180
1974,0,1,0,1,683
6162,0,1,0,1,4654
5338,0,0,0,0,2850
776,0,0,0,1,686
921,0,0,0,0,197
600,0,0,0,0,8144
7522,0,0,0,0,2864
3510,0,1,0,0,26473
2143,0,1,0,0,2191
9889,0,0,1,1,831
3460,0,0,1,0,731
7972,0,0,1,0,1231
1480,0,1,0,0,6447
6236,0,0,0,0,443
3590,0,0,0,1,451
2694,1,0,0,1,3650
4746,0,0,0,0,1044
7686,0,0,0,0,7847
6041,0,1,1,0,1272
2295,0,1,1,0,314
4457,0,0,0,0,1641
9147,0,0,0,1,139
5489,0,0,0,1,19217
9443,0,0,0,0,759
3371,0,0,0,1,52669
5836,0,0,1,0,1058
4757,0,1,0,0,523
6210,0,0,0,1,434
7177,0,0,0,1,17909
1347,0,1,0,1,56765
3373,0,1,0,1,1639
1768,0,0,0,0,230
5169,0,0,0,0,816
9835,0,0,0,0,810
1194,0,0,0,1,352
2208,0,1,0,0,1330
3060,0,1,0,0,1968
4443,0,0,0,0,81
4921,0,1,0,1,6354
5968,0,0,1,1,1551
7651,0,0,1,0,51097
6235,0,1,0,0,4597
5668,0,1,1,0,46
1626,0,0,0,1,5527
5940,0,0,0,0,15650
9487,0,0,0,0,548
9856,0,0,0,0,378
3059,0,1,0,1,1879
2108,0,0,1,0,10012
9834,0,0,0,1,622
2558,0,1,0,1,771
6564,0,0,1,0,38476
4736,0,1,1,0,2918
7282,0,0,0,1,3064
8605,0,0,0,0,1240
9289,0,0,0,0,23612
7696,0,0,1,1,353
998,0,0,0,0,30672
2119,0,1,0,1,26656
790,0,1,0,0,4231
6941,0,0,0,0,3817
6462,0,0,0,0,6282
7100,0,0,1,0,32929
5064,0,0,1,1,7912
751,0,1,1,0,583
5813,0,0,0,0,1399
7734,0,0,0,0,531
4636,0,1,1,0,57775
5895,0,0,0,1,2669
8573,0,0,1,0,2706
7154,0,0,0,1,727
1355,0,0,0,1,3191
9760,0,0,0,1,2913
7960,0,1,1,1,33661
1513,0,1,0,0,105
3255,0,0,0,0,5440
1514,0,1,0,0,1704
4771,0,0,0,0,8611
4004,1,0,0,1,12968
5910,0,0,0,0,5791
4799,0,0,0,0,630
3854,0,0,0,0,370
2443,0,1,0,0,770
4352,0,0,1,1,2845
1980,0,1,0,1,3929
7429,0,0,0,0,9248
7667,0,0,0,1,1029
1901,0,0,0,1,29
1079,0,1,0,1,460
476,0,0,0,0,7530
833,0,0,0,0,4990
2306,0,0,0,0,47791
5363,0,1,0,0,164
8817,0,0,0,0,2335
8734,0,0,1,1,17
9556,0,0,1,1,3628
2280,0,0,0,0,47227
427,0,0,1,1,17872
1176,0,0,0,1,8706
8630,0,0,0,1,492
8765,0,0,0,0,38568
7209,0,0,0,1,3975
2010,0,1,0,0,332
5295,0,0,0,0,1164
9337,0,0,0,0,40005
9912,0,0,0,0,500
4876,0,1,1,1,846
6308,0,0,0,0,4435
6428,0,0,1,0,594
9347,0,0,0,1,3149
1516,0,1,0,1,231
2249,0,0,0,0,2164
3740,0,1,0,0,838
1133,0,1,0,0,4003
4286,0,0,0,0,7514
294,0,1,0,0,26659
9784,0,0,0,1,33649
8388,0,0,1,0,10109
9977,0,0,0,0,12562
4727,0,1,0,0,3814
1384,0,0,1,1,754
5976,0,0,0,0,2610
4111,0,0,0,1,6627
2079,0,1,0,1,39234
1301,0,0,0,0,4611
9457,0,0,1,0,294
390,0,1,0,0,4813
4325,0,1,0,0,670
5863,0,0,0,0,1918
2599,0,0,0,1,2580
6099,0,0,0,1,359
4300,0,0,0,0,12
1913,0,0,0,1,2081
2619,0,1,0,1,27224
7843,0,0,0,0,45
1103,0,0,0,0,15099
3528,0,1,0,0,20312
8191,0,0,0,0,1706
3790,0,1,0,0,402
5409,0,0,0,0,300
9847,0,0,0,0,1067
7735,0,0,0,0,1838
7032,0,0,0,0,3111
4324,0,1,0,0,16182
8939,0,0,0,1,1451
1233,0,0,0,1,37774
9403,0,0,0,0,147
6848,0,0,1,1,1181
2398,0,1,0,0,24
4893,0,0,0,0,1913
587,0,0,0,1,32539
5596,0,1,0,0,2395
5804,0,0,1,0,4889
7567,0,0,0,0,29114
6625,0,0,0,1,5082
884,0,0,0,0,168
1880,0,1,0,1,6343
1920,0,1,0,1,540
8596,0,0,1,0,193
9685,0,0,1,0,1236
4345,0,1,0,1,7972
1569,0,1,0,1,14606
9389,0,0,0,0,43551
1076,0,0,0,0,8402
51,0,1,0,1,39649
5020,0,0,0,0,332
7182,0,0,1,0,839
8417,0,0,0,0,27044
3926,0,0,0,1,1783
2962,0,1,0,1,2049
2002,0,0,0,1,20884
4902,0,1,0,0,7715
1846,0,0,0,0,1129
5678,0,0,0,0,11335
1575,0,0,0,0,83
1107,0,1,1,0,46775
2124,0,0,0,0,40290
5238,0,0,1,0,5733
1744,0,0,1,1,41
3256,0,1,0,1,2331
3405,0,1,0,0,10294
8621,0,0,1,1,35161
6576,0,0,0,0,2565
6501,0,0,0,1,1468
6153,0,1,0,0,51447
8768,0,0,0,0,220
3848,0,0,1,0,4508
165,0,0,0,1,2081
3084,0,0,0,0,702
4448,0,1,0,0,7519
3605,1,0,0,0,9952
9775,0,0,0,0,1038
9842,0,0,0,1,912
6595,0,0,1,1,21628
6753,0,0,0,1,391
4949,0,0,0,0,2293
6155,0,0,0,0,3079
5139,0,0,0,1,38547
8606,0,0,0,1,8428
6709,0,1,0,0,8006
5310,0,0,0,1,257
8275,0,0,0,0,54190
1909,0,0,0,0,4504
9323,0,0,0,0,29747
3747,0,1,0,0,5596
3563,0,0,0,0,17052
1737,0,0,0,0,1397
6533,0,0,0,0,44760
5682,0,0,0,0,848
7286,0,0,1,0,561
4655,0,1,1,1,440
1263,0,0,1,0,6049
5006,0,0,1,0,1539
9587,0,0,0,0,8631
3093,0,0,1,0,24580
7706,0,0,0,1,26146
4167,0,0,0,1,16681
8924,0,0,0,1,3874
6268,0,0,0,1,105
77,0,0,0,0,2193
8467,0,0,1,1,44759
9816,0,0,0,1,30375
9259,0,0,0,0,240
5278,0,0,1,0,30935
8906,0,0,0,0,18181
757,0,1,0,1,172
5734,0,0,0,0,3504
2569,0,0,1,0,16398
5046,0,0,1,1,22704
3608,0,0,1,1,94
6365,0,0,0,0,1443
8098,0,0,0,0,4489
5807,0,0,0,0,319
3817,0,0,0,1,111
3214,0,0,1,1,123
4267,0,1,1,0,214
6136,0,0,0,0,2288
4588,0,0,0,1,171
1930,0,1,0,0,96
1161,0,0,0,0,81
7580,0,0,0,1,2308
6273,0,0,0,1,304
5216,0,0,0,1,5762
9879,0,0,0,0,832
9597,0,0,0,0,441
4874,0,1,0,1,7265
8114,0,0,0,0,9152
594,0,1,0,0,4631
8403,0,0,0,1,472
6242,0,0,0,0,8859
3355,0,1,0,0,5779
9682,0,0,0,0,484
1777,0,0,0,0,167
7326,0,0,1,1,1312
9512,0,0,0,1,13475
8144,0,0,0,0,1066
395,0,0,1,1,40
2120,0,0,1,1,15848
8916,1,0,0,1,2131
7777,0,0,0,1,1385
9911,0,0,0,0,49344
1816,0,0,0,0,1081
7737,0,0,0,0,313
1216,0,0,1,1,13961
9471,0,0,0,1,4406
1696,0,1,0,1,299
9336,0,0,1,0,1363
5597,0,0,0,0,599
6869,0,0,0,1,4501
9402,0,0,1,0,1972
3116,0,0,0,0,14381
6871,0,0,0,0,2998
2876,0,1,0,0,7617
4334,1,0,0,0,611
1063,0,0,0,1,344
6648,0,0,0,0,1468
7507,0,0,0,0,7233
6257,0,0,0,0,14985
6778,0,0,0,1,0
9824,0,0,0,1,253
8109,0,0,0,1,5515
4305,0,1,0,0,12920
6359,0,0,0,1,52322
7981,0,0,0,1,2860
1253,0,0,0,0,128
5174,0,0,0,0,11294
7048,0,0,0,1,8778
8841,0,0,0,0,561
7001,0,0,0,0,189
2420,0,0,0,1,159
1994,0,0,0,0,303
4718,0,1,0,1,21589
2081,0,0,0,1,1480
9727,0,0,0,1,299
9817,0,0,0,1,43633
5070,0,0,0,1,28671
4381,0,0,0,0,786
7916,0,0,0,0,770
199,0,0,1,0,2998
3,0,0,0,0,13863
5970,0,0,0,1,1474
8946,0,0,0,0,33723
7206,0,0,0,0,341
4201,0,1,0,0,90
2932,0,0,0,0,1843
8956,1,1,1,0,6470
7860,0,0,0,0,1875
5418,0,0,1,0,412
3900,1,0,0,0,5429
6029,0,0,0,0,27101
9934,0,0,0,1,2854
6846,0,0,0,0,1343
1796,0,1,1,0,1126
286,0,1,0,0,5148
2761,0,0,0,1,4709
8541,0,0,0,1,5714
2521,0,0,1,0,579
2603,0,0,0,1,417
7027,0,1,0,0,9899
4840,0,0,0,0,518
7905,0,0,1,0,581
79,0,0,0,0,14557
5344,0,0,0,1,1300
7392,0,0,0,0,2945
3775,0,1,0,0,19706
7508,0,0,0,1,712
1362,0,1,0,0,1823
2728,0,1,0,1,1319
1577,0,1,0,0,38436
3033,0,1,0,1,629
2049,0,1,1,0,14267
1584,0,0,0,1,22202
7927,0,0,0,0,539
6092,0,0,0,1,18188
7772,0,0,0,1,212
1532,0,1,0,0,5492
8557,0,0,0,1,14026
8928,0,0,0,1,15415
6300,0,0,0,0,2715
392,0,1,0,1,16177
3726,0,0,0,1,52
2416,0,1,0,1,2678
3708,0,0,0,0,2455
4604,0,0,0,1,55857
1542,0,0,0,0,149
65,0,0,0,1,1851
9836,0,0,0,1,22553
3669,0,0,0,0,3006
4058,0,1,0,0,36539
6749,0,0,0,0,5951
3301,0,0,0,1,2123
3827,0,0,0,1,680
8584,0,0,0,1,2964
9271,0,0,1,0,6457
9139,0,0,0,0,870
6044,0,0,0,0,210
946,0,1,0,0,7711
2317,0,1,0,1,6543
227,0,0,0,0,2299
6641,0,0,0,1,986
2228,0,1,1,0,9025
9781,0,0,0,0,2193
9209,0,0,0,0,198
7269,0,0,0,1,389
82,0,0,0,1,320
3290,0,1,0,0,40825
4052,0,1,0,0,929
8632,0,0,0,0,25150
9024,0,0,0,0,24
1335,0,1,0,1,92
5547,0,0,1,1,72
4803,0,0,0,0,5480
5465,0,0,0,1,471
2648,0,0,0,0,2226
1205,0,1,0,0,533
4749,0,0,0,1,7247
5792,0,0,0,1,2025
6902,0,0,0,0,90
6597,0,0,0,1,15260
2,0,0,1,1,3735
1437,0,0,0,1,1234
8624,0,1,0,0,5061
8433,0,0,0,0,10586
4122,0,0,1,0,5192
9356,0,0,1,0,36724
778,0,0,0,1,1363
8997,0,0,0,1,1991
1554,0,0,0,1,3231
4705,0,1,0,0,13864
6071,0,0,0,1,2304
5817,0,0,0,1,222
9420,0,0,1,1,22744
505,0,1,0,0,159
2955,0,0,1,0,17042
962,0,0,0,0,25044
475,0,1,1,1,18185
5659,1,0,0,1,547
2938,0,0,1,0,3766
2273,0,1,0,0,2759
1533,0,1,0,0,3224
8252,0,0,0,0,145
2098,0,1,0,0,4052
7563,0,0,0,0,924
9083,0,0,0,1,190
8902,0,0,0,0,5682
2566,0,1,1,1,4204
6717,0,0,0,0,3039
5723,0,0,1,1,45694
1337,0,1,1,0,25271
4061,0,0,0,1,440
6455,0,0,0,1,128
5003,0,0,0,1,202
7616,0,0,0,0,302
5001,0,0,0,0,8683
9333,0,0,0,1,1389
1708,0,1,0,0,1700
9562,0,0,0,0,6408
304,0,0,0,0,19869
9500,0,0,0,1,33435
168,0,0,0,1,1917
6930,0,0,0,1,1740
4141,0,0,1,0,7380
9190,0,0,0,0,1959
3348,0,1,0,1,14472
4044,0,1,0,1,3318
437,0,1,0,1,1691
6512,0,0,0,0,74172
8787,0,1,1,0,754
8063,0,0,0,0,1118
2630,0,1,0,0,3182
8570,0,0,0,0,256
3600,0,0,0,0,324
6953,0,0,0,0,61258
7301,0,0,0,1,21519
274,0,0,0,1,444
3663,0,1,0,1,423
9907,0,0,0,1,550
3971,0,1,1,1,3916
151,0,0,0,0,18575
5853,0,0,0,1,741
9585,0,0,1,0,248
676,0,0,0,0,46
7412,0,0,0,0,1686
3859,0,0,1,0,1692
144,0,1,0,0,15171
1502,0,1,0,0,520
4833,0,1,1,1,994
4689,0,0,1,1,1938
3696,0,0,0,0,16578
7239,0,0,1,0,1108
8622,0,0,0,0,18170
2207,0,0,0,0,1006
5183,0,1,0,1,68128
6093,0,0,0,0,220
9722,0,0,1,1,5585
1826,0,1,1,1,40041
4185,0,1,0,0,0
6026,0,0,0,0,4712
436,0,0,1,1,40305
8968,0,1,0,0,1149
8811,0,1,0,0,4928
7776,0,1,0,0,94
4933,0,0,0,0,1165
5739,0,0,0,1,295
8511,0,0,0,0,7197
5485,0,0,0,1,3248
7273,0,0,0,1,7862
273,0,0,0,0,617
2052,0,1,0,1,10424
9196,0,0,0,1,32870
4607,0,1,0,1,9499
9249,0,1,0,0,90
1082,0,0,0,1,5596
850,0,1,0,0,873
1843,0,0,0,0,35151
1074,0,1,1,1,17452
39,0,0,0,1,2123
7834,0,0,0,0,300
4582,0,0,0,0,516
9592,0,0,0,1,20008
3138,0,1,0,0,1223
3063,0,1,0,0,410
348,0,1,0,1,617
1069,1,0,0,1,2297
7170,0,0,0,0,1640
9406,0,0,1,0,7371
5782,0,0,0,1,3586
4450,0,0,1,1,650
5265,0,0,0,0,24682
8808,0,0,0,0,15738
4722,0,0,0,0,734
5472,0,0,0,1,1911
9995,0,0,0,1,640
7257,0,0,0,0,21939
5528,0,0,0,1,401
5897,0,0,0,0,160
5346,0,0,0,1,1270
5962,0,0,0,1,1182
5674,0,0,1,1,7237
6498,0,0,0,1,1886
3285,0,1,0,1,423
6899,0,0,0,1,155
9462,0,0,0,1,32117
8451,0,0,0,1,12954
5504,0,0,0,0,20715
314,0,0,0,1,38579
7821,0,1,0,0,94
9489,0,0,0,0,537
3770,0,1,0,1,16540
2248,0,1,0,0,1020
2974,0,0,1,0,19390
7124,0,0,0,0,934
5888,0,0,1,0,12135
3452,0,1,0,0,57955
2926,0,1,0,0,1012
3453,0,1,0,0,1519
9818,0,0,0,1,23381
2428,0,0,0,0,58
5212,0,0,0,0,15944
2223,0,0,1,1,9470
914,0,1,1,0,1370
1165,0,1,0,0,396
4390,0,1,1,0,5684
4387,0,1,0,0,39376
8525,0,0,1,0,24286
6500,0,0,1,0,54101
7233,0,0,0,0,14357
5157,0,1,0,1,15
7407,0,0,0,1,22
6729,0,0,1,1,32035
651,0,0,0,0,13678
2039,0,0,1,0,9583
6557,0,0,0,1,1535
5068,0,0,0,0,16434
7811,0,0,0,1,30305
499,0,1,0,1,1096
8887,0,0,0,0,12078
6962,0,0,0,1,8205
1582,0,1,0,1,886
6014,0,1,0,0,1227
2971,0,1,0,1,6610
1477,0,0,1,1,370
5684,0,0,1,1,12396
2401,0,0,0,0,161
136,0,0,0,1,3199
3320,0,0,0,0,215
441,0,0,0,0,39616
7771,0,0,0,0,24066
1879,0,1,1,1,4654
6522,0,0,0,0,19735
2646,0,0,0,0,32801
5053,0,0,0,0,2453
2159,0,1,0,0,2680
3462,0,0,1,1,1211
9765,0,0,0,1,1060
4778,0,0,0,0,2119
9096,0,0,0,0,2965
3487,0,0,0,0,179
2395,0,1,0,0,1330
2305,0,0,0,1,5157
7026,0,0,0,1,1482
1733,0,0,0,0,35763
1015,0,0,1,1,216
387,0,1,0,0,883
2431,0,0,0,1,24304
2480,1,1,0,0,82
6750,0,0,0,1,18914
2448,0,0,0,0,590
8079,0,0,0,1,86811
3512,0,0,1,0,5334
8984,0,0,0,1,749
610,0,1,0,0,4370
8572,0,0,1,0,4841
6047,0,0,0,0,1577
4698,1,1,0,0,85
806,0,0,0,1,8589
80,0,1,0,1,17653
906,0,1,1,1,55652
913,0,1,0,0,4685
1972,0,1,0,1,505
4710,0,1,0,0,59
9019,0,0,0,1,148
7289,0,0,0,0,27726
2458,0,1,0,0,27454
9909,0,0,0,1,1910
9728,0,0,0,1,54507
1981,0,0,0,1,3747
7463,0,0,0,0,1518
7882,0,0,1,0,1567
3628,0,0,0,1,427
2864,0,1,0,1,190
9022,0,0,0,0,1878
4005,0,1,0,1,2349
2245,0,1,0,1,16019
86,0,0,1,0,1049
9028,0,0,0,0,2087
6991,0,0,1,1,25916
283,0,1,0,0,398
8190,0,0,0,0,1121
7791,0,0,0,0,380
3294,0,0,1,0,1369
5184,0,0,0,0,227
8544,0,0,0,1,42614
4391,0,1,0,0,4242
8926,0,0,1,1,7174
6393,0,0,0,0,27946
6809,0,0,1,1,4384
8847,0,0,0,1,162
7690,0,0,0,1,1684
2040,0,0,0,1,29539
1031,0,0,0,1,118
8111,0,0,0,0,63
961,0,0,0,0,29
1422,0,0,1,1,0
1758,0,1,0,1,208
2009,0,1,1,0,20537
6096,0,0,0,0,1013
637,0,1,1,0,471
4880,0,1,0,0,2166
713,0,1,0,1,30807
4108,0,1,0,1,210
7940,0,0,1,0,3591
5009,0,0,0,1,15816
6588,0,0,0,1,155
2134,0,1,0,0,37122
9043,0,0,0,1,35643
3382,0,0,0,0,674
4145,0,1,1,1,645
3768,0,0,0,1,3579
7818,0,0,0,0,970
3458,0,0,0,1,29219
7957,0,0,0,1,26601
5327,0,0,0,1,94
2845,0,1,0,1,19
8653,0,0,0,0,27
0,0,0,1,1,38
408,0,0,1,0,723
3315,1,1,0,0,61
8971,0,0,0,1,492
8578,0,0,0,1,24813
5983,0,0,0,0,6082
9476,1,0,0,1,7456
4892,0,1,0,0,0
4806,0,0,0,0,28165
5420,0,0,0,1,13168
72,0,0,0,1,5760
5313,0,0,1,1,958
1566,0,0,0,1,45487
3959,0,0,0,0,4907
8179,0,0,0,1,14279
5720,0,0,0,1,34639
3000,1,1,0,0,257
1081,0,0,0,1,1085
987,0,1,0,1,687
3232,0,0,0,1,4633
4995,0,1,0,1,56308
4209,0,1,0,1,7638
7546,0,0,0,0,2989
4945,0,0,0,0,5557
2879,0,0,0,1,12327
9054,0,0,0,1,186
4870,0,1,0,0,4892
3597,1,0,0,1,186
4411,0,0,0,0,86
8120,0,0,1,1,4127
7037,0,0,0,1,25059
2850,0,1,1,0,823
2670,0,1,0,0,702
1064,0,0,0,0,11202
2744,0,1,0,1,117
8957,0,0,0,0,2865
728,0,0,0,0,1641
9734,0,1,1,1,3768
7907,0,0,0,1,3263
4713,0,0,0,0,680
244,0,1,0,0,3639
1148,0,1,0,0,16488
4834,0,0,0,1,677
2338,0,0,1,0,9489
4086,0,1,0,1,69
7827,0,0,0,1,18529
8390,0,1,0,1,335
5728,0,0,0,1,51767
5479,0,0,1,0,13019
458,0,0,0,0,25854
8474,0,0,0,1,45688
9964,0,0,0,1,19301
4545,0,0,0,1,2050
8127,0,0,0,1,4839
3190,0,0,0,1,6394
9568,0,0,0,0,701
8161,0,0,0,1,678
8833,0,0,0,0,4611
4198,0,0,0,0,45910
3113,0,0,0,1,35061
2493,0,0,0,1,1544
1741,0,1,1,0,228
904,0,0,0,0,0
9116,0,0,0,0,7611
3091,0,0,0,1,4470
2629,0,1,0,0,2684
2171,0,0,0,0,18828
4557,0,1,0,0,14464
6586,0,0,1,1,19746
1935,0,1,0,1,292
6081,1,0,0,0,982
5172,0,0,0,1,4518
2097,0,1,0,0,17696
8332,0,0,0,1,2311
634,0,1,0,0,2885
7665,0,0,1,0,285
8806,0,1,0,1,1150
5341,0,0,0,0,401
515,0,1,0,0,168
6444,0,0,0,1,921
7445,0,0,0,0,996
166,0,0,0,1,3410
1717,0,1,1,0,497
3729,0,1,0,0,17094
6627,0,0,0,1,106
7307,0,0,0,1,2388
944,0,1,0,0,1655
8483,0,0,0,0,36414
3739,0,1,0,1,1753
9792,0,0,0,1,533
6095,0,0,0,1,268
7792,0,0,0,1,41392
4596,0,0,0,0,5586
4546,0,0,0,1,1741
1118,0,1,1,1,278
2486,0,1,0,1,34639
9617,0,0,0,0,225
3656,0,0,0,1,1283
4804,0,0,0,1,991
9997,0,0,0,0,406
7789,0,0,0,1,16665
592,0,1,0,1,61572
1978,0,0,1,0,745
5834,0,0,0,0,146
3167,0,0,0,0,510
5044,0,0,0,0,8501
9642,0,0,0,0,8564
9742,0,0,0,0,8831
9709,0,0,0,1,3796
1192,0,0,0,1,309
3221,0,0,0,0,212
1162,0,1,1,0,41000
4838,0,0,1,0,38733
2778,0,0,0,0,973
8973,0,0,0,0,375
269,0,1,0,1,198
6361,0,0,0,0,3118
156,0,1,0,1,47732
4853,0,1,0,1,7947
8449,0,0,0,0,312
8278,0,0,0,1,4370
6323,0,0,0,0,160
570,0,0,0,0,463
2668,0,0,0,0,12407
1255,0,0,0,0,318
2657,0,1,0,0,2879
6890,0,0,1,1,890
2156,0,0,0,0,25052
9485,0,0,0,0,21825
745,0,1,0,0,15
542,0,1,0,0,2433
6822,0,0,0,1,5058
3966,0,1,0,1,236
3986,0,1,0,1,903
2816,0,1,0,1,302
5026,0,0,1,1,3766
351,0,0,0,1,35345
5113,0,0,0,1,4357
6554,0,0,1,0,14676
9165,0,0,1,0,3111
2294,0,1,1,1,49350
4126,1,0,1,0,3291
8836,0,0,1,0,1480
534,0,0,0,1,160
9510,0,0,1,1,7354
5447,0,0,0,1,1868
400,0,1,0,1,723
8513,0,0,0,1,3424
7141,0,0,0,0,767
5604,0,0,0,0,3966
4540,0,0,1,1,540
3841,0,1,0,1,46418
8937,0,0,0,1,2498
2790,0,1,0,1,9111
8728,0,0,0,0,1104
2032,0,0,0,0,31990
1641,0,0,1,0,1402
8495,0,0,0,0,19419
189,0,0,0,1,673
8643,0,0,1,1,49487
9501,0,0,0,1,2027
6878,0,0,0,1,24878
2173,0,1,0,0,484
7430,0,0,1,1,47067
3874,0,0,0,1,49836
7459,0,0,0,0,29693
8407,0,0,0,1,279
666,0,0,1,0,791
9883,0,0,0,0,2031
5891,0,1,0,1,10790
3533,0,1,0,0,2638
2425,0,1,0,1,2681
253,0,1,0,0,529
5517,0,0,0,0,1569
3340,0,1,0,0,260
2129,0,1,0,0,1693
1349,0,1,0,1,21939
1264,0,1,0,1,37976
2616,0,1,0,0,274
5297,0,0,0,1,36441
1057,0,0,0,0,18346
6936,0,0,0,0,2220
6742,0,0,1,1,73891
2144,0,1,0,1,42
2034,0,1,0,1,7676
6893,0,0,0,0,990
8450,0,0,0,0,179
1526,0,0,0,0,8381
7919,0,0,0,0,12562
5546,0,0,1,1,24842
8221,0,1,0,0,254
4024,0,0,0,0,412
7171,0,0,0,0,3531
652,0,1,0,0,3696
8935,0,0,1,1,2848
138,0,1,0,0,1750
1730,0,1,0,0,2473
7514,1,0,1,0,19165
9418,0,0,0,1,248
8698,0,0,0,1,195
8792,0,0,0,1,21
9837,0,0,0,1,2194
5163,0,0,0,0,2738
6403,0,0,0,1,71878
4688,0,0,1,0,6975
5226,1,0,0,1,8230
7021,0,0,0,1,3576
6060,0,0,1,1,27011
6416,0,0,0,1,1925
3882,0,1,0,1,4351
2489,0,1,1,0,899
547,0,0,0,1,18389
9927,0,0,0,0,8538
498,0,0,0,0,34488
5007,0,0,0,0,9774
5714,0,0,0,0,22499
2397,0,0,0,0,1197
4027,0,0,0,1,15725
5902,0,0,1,0,335
9999,0,0,0,1,12230
2818,0,0,1,1,77
4954,0,0,0,1,0
2918,0,0,0,0,140
837,0,0,0,1,35349
223,0,0,0,1,3378
2501,0,0,1,1,230
9304,0,0,0,0,6100
9300,0,0,0,0,6393
3328,0,1,0,0,53098
4049,1,1,0,0,1380
2751,0,1,0,0,182
1234,0,0,0,1,1202
6856,0,0,1,0,18756
4466,0,0,1,0,42650
4404,0,1,0,0,0
6331,0,0,1,1,34794
3545,0,0,0,1,27478
421,0,0,0,1,19527
9983,0,0,0,1,4013
9855,0,0,0,1,45193
1688,0,1,1,1,46589
5102,0,1,0,1,3163
3566,0,0,1,1,13569
6303,0,0,0,1,23425
2297,0,1,0,0,44740
662,0,0,0,1,53140
8917,0,0,0,0,1394
2574,0,0,0,1,24163
3308,0,1,0,0,624
1813,0,0,0,0,201
8005,0,0,0,1,1776
1212,0,1,0,1,1038
8262,0,0,0,1,8981
8508,0,0,0,0,2935
1309,0,0,1,0,10667
8003,0,0,0,0,745
4821,0,1,0,0,1368
5534,0,0,1,0,563
1494,0,0,0,0,3480
4053,0,1,1,0,12407
3681,0,1,0,0,4363
567,0,0,0,1,316
7495,0,0,0,1,38839
3746,0,1,0,0,38
6472,0,0,0,1,1530
9227,0,0,0,1,331
1834,0,0,0,0,27361
7539,0,0,0,1,1056
7340,0,0,0,1,284
7648,0,0,0,0,65665
3904,0,1,0,0,768
5150,0,0,0,0,86
2913,0,1,0,0,303
6004,0,0,0,1,1751
2553,0,1,0,1,3810
5466,0,0,0,1,7371
4354,0,1,0,1,42
557,0,1,1,1,11923
8375,0,0,0,0,360
3581,0,1,0,0,25244
3888,0,1,0,1,1410
4308,0,1,1,0,17536
5592,0,0,0,0,4646
3206,0,0,0,0,1016
2024,0,0,0,1,25445
1858,0,0,1,0,1045
1072,0,0,1,1,6633
6200,0,0,0,1,1808
5293,0,0,0,0,723
3229,0,0,0,1,14
6665,0,0,0,1,0
5809,1,0,0,0,2782
4769,0,0,1,1,318
843,0,1,0,1,1916
1793,0,1,0,0,4721
3211,0,1,0,0,6756
7287,0,0,0,1,1134
9886,0,0,0,1,195
2090,0,0,0,0,4633
1541,0,0,0,0,958
2624,0,1,0,1,2539
4244,0,1,0,0,7349
1833,0,0,0,1,586
4084,1,1,0,1,8188
2415,0,0,0,0,32653
8317,0,0,0,1,30785
8843,0,0,0,1,845
2196,0,0,0,1,18029
6645,0,0,0,0,40439
1323,0,0,0,1,48863
8472,0,0,0,0,1427
2711,0,1,0,0,25792
5317,0,0,0,1,3185
8087,0,0,0,0,3443
8070,0,0,0,1,526
5537,0,0,0,1,249
3812,0,0,0,1,35465
7258,0,0,1,1,1476
6310,0,0,0,1,535
2384,1,0,0,1,29061
1199,0,0,0,0,43
3700,0,1,0,1,19843
9383,0,0,1,1,518
2944,0,1,0,0,3817
2068,0,0,0,0,1894
8322,0,0,0,0,256
4475,0,1,0,0,20676
2855,0,1,0,1,154
2421,0,1,0,0,43
3271,0,0,0,0,10989
1227,0,0,0,1,2317
2925,0,1,1,1,141
1784,0,1,1,0,7462
2011,0,0,0,0,274
8625,0,0,1,0,328
7970,0,0,0,0,163
37,0,0,0,1,5059
1007,0,0,0,1,3091
8154,0,0,1,0,26838
7086,0,0,0,0,359
3047,0,0,0,1,222
